번호,시간,회사명,종목코드,공시제목,제출인
104,2015-12-31 15:08,동신건설,025950,관리종목지정(거래실적부진),코스닥시장본부
103,2015-12-08 18:17,승화프리텍,111610,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
102,2015-12-03 18:33,에이티세미콘,089530,관리종목지정(불성실공시 ),코스닥시장본부
101,2015-11-16 18:26,현진소재,053660,관리종목지정사유일부해제(반기보고서 미제출 사유 해소 ),코스닥시장본부
100,2015-11-16 17:54,바른손,018700,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
99,2015-09-16 18:24,코데즈컴바인,047770,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
98,2015-09-16 17:51,우전,052270,관리종목지정사유일부해제(상장폐지 사유 해소 ),코스닥시장본부
97,2015-09-16 17:50,더라미,032860,관리종목지정사유일부해제(상장폐지 사유 해소 ),코스닥시장본부
96,2015-09-14 17:58,코데즈컴바인,047770,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
95,2015-09-07 11:55,THE E&M,089230,관리종목지정사유추가및일부해제,코스닥시장본부
94,2015-08-31 18:31,THE E&M,089230,관리종목지정(반기보고서 미제출),코스닥시장본부
93,2015-08-28 14:13,GT&T,053870,관리종목지정사유추가및일부해제(상장폐지사유 발생 등),코스닥시장본부
92,2015-08-27 18:34,KX하이텍,052900,관리종목지정(불성실공시),코스닥시장본부
91,2015-08-27 18:18,KCW,068060,관리종목지정(상장폐지사유 발생),코스닥시장본부
90,2015-08-27 18:08,현진소재,053660,관리종목지정사유추가(반기보고서 법정제출기한 익일부터 10일 이내 반기 검토(감사)보고서 미제출),코스닥시장본부
89,2015-08-27 17:46,승화프리텍,111610,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
88,2015-08-26 18:29,부방,014470,관리종목 해제,코스닥시장본부
87,2015-08-26 13:32,코데즈컴바인,047770,[정정]관리종목지정사유일부해제(반기보고서 미제출 사유 해소 ),코스닥시장본부
86,2015-08-26 11:52,코데즈컴바인,047770,관리종목지정사유일부해제(반기보고서 미제출 사유 해소 )[정],코스닥시장본부
85,2015-08-24 18:38,브이티,018290,관리종목지정사유추가및일부해제,코스닥시장본부
84,2015-08-20 18:08,피앤텔,054340,관리종목지정사유일부해제,코스닥시장본부
83,2015-08-17 21:49,미래SCI,028040,관리종목지정사유추가(자본잠식률 50% 이상),코스닥시장본부
82,2015-08-17 21:36,아이디에스,078780,관리종목지정사유추가(상장폐지 사유발생 등),코스닥시장본부
81,2015-08-17 21:28,GT&T,053870,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
80,2015-08-17 21:28,코데즈컴바인,047770,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
79,2015-08-17 21:25,시너지이노베이션,048870,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
78,2015-08-17 21:10,승화프리텍,111610,관리종목지정사유일부해제,코스닥시장본부
77,2015-08-17 21:02,오리엔탈정공,014940,관리종목지정사유일부해제,코스닥시장본부
76,2015-08-17 21:02,아이팩토리,053810,관리종목지정사유추가,코스닥시장본부
75,2015-08-17 21:01,DGP,060900,관리종목지정사유일부해제,코스닥시장본부
74,2015-08-17 20:47,더라미,032860,관리종목지정사유일부해제,코스닥시장본부
73,2015-08-17 19:40,부방,014470,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
72,2015-08-17 19:36,현진소재,053660,관리종목지정(반기보고서 미제출),코스닥시장본부
71,2015-08-17 19:36,브이티,018290,관리종목지정(반기보고서 미제출),코스닥시장본부
70,2015-08-07 10:38,승화프리텍,111610,관리종목지정사유일부해제,코스닥시장본부
69,2015-07-03 18:12,와이즈파워,040670,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
68,2015-06-29 18:14,DGP,060900,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
67,2015-06-19 18:42,바른손,018700,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
66,2015-06-17 18:09,시너지이노베이션,048870,관리종목지정(회생절차 개시신청),코스닥시장본부
65,2015-06-16 19:09,글로본,019660,관리종목 해제,코스닥시장본부
64,2015-06-12 18:17,MIT,038340,관리종목지정(불성실공시),코스닥시장본부
63,2015-06-09 18:24,디아이디,074130,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
62,2015-06-09 17:39,DGP,060900,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
61,2015-05-28 18:00,디아이디,074130,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
60,2015-05-18 18:10,디아이디,074130,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
59,2015-05-15 16:23,디아이디,074130,관리종목지정사유추가(파산신청),코스닥시장본부
58,2015-05-07 18:25,디아이디,074130,관리종목지정(회생절차 개시신청 ),코스닥시장본부
57,2015-05-07 18:14,티에스엠텍,066350,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
56,2015-04-15 18:46,신라섬유,001000,관리종목지정(주식분산기준미달),코스닥시장본부
55,2015-04-10 19:29,더라미,032860,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
54,2015-04-10 19:28,우전,052270,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
53,2015-04-10 19:10,코데즈컴바인,047770,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
52,2015-04-10 19:04,와이즈파워,040670,관리종목지정사유일부해제(사업보고서 미제출 사유 해소 ),코스닥시장본부
51,2015-04-10 19:04,DGP,060900,관리종목지정사유일부해제(사업보고서 미제출 사유 해소 ),코스닥시장본부
50,2015-04-09 18:15,승화프리텍,111610,관리종목지정사유추가및일부해제,코스닥시장본부
49,2015-04-03 18:42,와이즈파워,040670,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
48,2015-03-31 21:52,해피드림,065180,관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인 ),코스닥시장본부
47,2015-03-31 21:50,우전,052270,관리종목지정(정기주주총회 미개최 또는 재무제표 미승인),코스닥시장본부
46,2015-03-31 21:50,영진코퍼레이션,053330,관리종목지정사유추가,코스닥시장본부
45,2015-03-31 21:49,와이즈파워,040670,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
44,2015-03-31 21:48,승화프리텍,111610,관리종목지정사유추가,코스닥시장본부
43,2015-03-31 21:46,DGP,060900,관리종목지정(상장폐지사유 발생 등),코스닥시장본부
42,2015-03-31 21:44,더라미,032860,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
41,2015-03-31 21:44,울트라건설,004320,관리종목지정사유추가(상장폐지사유 발생 등),코스닥시장본부
40,2015-03-31 21:15,태창파로스,039850,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
39,2015-03-31 21:14,씨앤케이인터,039530,관리종목지정( 상장폐지사유 발생),코스닥시장본부
38,2015-03-31 21:12,에이스하이텍,071930,관리종목지정(상장폐지사유 발생 등 2건),코스닥시장본부
37,2015-03-31 14:31,피앤텔,054340,관리종목지정사유추가및일부해제,코스닥시장본부
36,2015-03-30 20:27,영진코퍼레이션,053330,관리종목지정사유추가,코스닥시장본부
35,2015-03-30 20:22,잘만테크,090120,관리종목지정사유추가,코스닥시장본부
