번호,시간,회사명,종목코드,공시제목,제출인
71,2020-03-23 19:47,엠피씨플러스,050540,관리종목지정(상장폐지사유 발생),코스닥시장본부
70,2020-03-23 19:29,팍스넷,038160,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
69,2020-03-23 19:00,엔시트론,101400,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
68,2020-03-23 18:18,미래SCI,028040,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
67,2020-03-23 17:40,테크엘,064520,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 등),코스닥시장본부
66,2020-03-23 17:17,일월지엠엘,178780,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
65,2020-03-20 22:12,골드앤에스,035290,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
64,2020-03-20 22:08,코너스톤네트웍스,033110,관리종목지정(상장폐지사유 발생),코스닥시장본부
63,2020-03-20 22:05,어스앤에어로스페이스,263540,관리종목지정(상장폐지사유 발생),코스닥시장본부
62,2020-03-20 20:33,이큐셀,160600,관리종목지정(상장폐지사유 발생),코스닥시장본부
61,2020-03-20 20:32,참존글로벌,158310,관리종목지정(상장폐지사유 발생),코스닥시장본부
60,2020-03-20 20:28,중앙첨단소재,051980,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
59,2020-03-20 20:21,핸디소프트,220180,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소 )",코스닥시장본부
58,2020-03-20 20:06,노블엠앤비,106520,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 등),코스닥시장본부
57,2020-03-20 20:06,코디,080530,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소 등),코스닥시장본부
56,2020-03-20 19:47,에이아이비트,039230,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
55,2020-03-20 19:35,솔고바이오,043100,관리종목지정사유추가(자본잠식률 50% 이상),코스닥시장본부
54,2020-03-20 18:39,내츄럴엔도텍,168330,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
53,2020-03-20 17:14,크루셜텍,114120,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
52,2020-03-19 21:17,지더블유바이텍,036180,관리종목지정(상장폐지사유 발생),코스닥시장본부
51,2020-03-19 21:09,메디앙스,014100,관리종목지정(상장폐지사유 발생),코스닥시장본부
50,2020-03-19 21:04,코나아이,052400,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
49,2020-03-19 20:41,넥슨게임즈,225570,관리종목 해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
48,2020-03-19 20:22,코렌텍,104540,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
47,2020-03-19 20:02,케스피온,079190,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
46,2020-03-19 19:39,오파스넷,173130,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
45,2020-03-19 19:34,셀루메드,049180,관리종목지정사유추가(자본잠식률 50% 이상),코스닥시장본부
44,2020-03-19 19:15,에스제이케이,080440,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
43,2020-03-19 19:03,레드로버,060300,관리종목지정사유추가(자본잠식률 50% 이상),코스닥시장본부
42,2020-03-19 18:59,제이웨이,058420,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
41,2020-03-19 18:59,위메이드맥스,101730,관리종목지정( 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
40,2020-03-19 18:27,CSA 코스믹,083660,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
39,2020-03-19 17:27,피에이치씨,057880,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
38,2020-03-18 19:19,셀바스헬스케어,208370,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소),코스닥시장본부
37,2020-03-18 19:13,이엠네트웍스,087730,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
36,2020-03-18 18:17,레드로버,060300,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
35,2020-03-18 18:11,에스앤더블류,103230,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
34,2020-03-18 17:47,HLB파나진,046210,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
33,2020-03-18 17:36,제이웨이,058420,관리종목 해제(파산 신청 사유 해소),코스닥시장본부
32,2020-03-18 17:34,케이에스피,073010,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
31,2020-03-18 17:34,티에스넥스젠,043220,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
30,2020-03-17 19:23,알톤스포츠,123750,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 ),코스닥시장본부
29,2020-03-17 18:50,디에스앤엘,141020,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
28,2020-03-16 20:45,베노티앤알,206400,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소),코스닥시장본부
27,2020-03-16 20:45,코오롱생명과학,102940,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소 )",코스닥시장본부
26,2020-03-16 20:05,코오롱티슈진,950160,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
25,2020-03-16 18:44,퀀타피아,078940,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
24,2020-03-16 18:25,티사이언티픽,057680,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
23,2020-03-13 18:26,픽셀플러스,087600,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
22,2020-03-12 18:12,액션스퀘어,205500,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
21,2020-03-10 18:59,커머스마이너,223310,관리종목 해제(최근 3사업연도중 2사업연도 자기자본 50% 초과 법인세비용차감전계속사업손실 발생 사유 해소),코스닥시장본부
20,2020-03-10 17:58,한프,066110,관리종목 해제(회생절차 개시신청 사유 해소 ),코스닥시장본부
19,2020-03-06 18:11,제이웨이,058420,관리종목지정(파산신청),코스닥시장본부
18,2020-03-06 17:59,엠젠솔루션,032790,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
17,2020-03-03 19:28,럭슬,033600,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
16,2020-03-02 19:04,라이트론,069540,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
15,2020-03-02 18:27,미래SCI,028040,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
14,2020-03-02 17:58,코렌텍,104540,관리종목지정사유일부해제,코스닥시장본부
13,2020-03-02 17:57,웰킵스하이텍,043590,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
12,2020-02-26 18:31,리드,197210,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
11,2020-02-24 18:27,한프,066110,관리종목지정(회생절차 개시신청),코스닥시장본부
10,2020-02-19 18:19,테라셈,182690,관리종목지정사유추가및일부해제,코스닥시장본부
9,2020-02-19 17:53,한국제5호스팩,271740,관리종목지정사유추가(상장폐지 사유 발생),코스닥시장본부
8,2020-02-12 18:18,코썬바이오,204990,관리종목지정(상장적격성 실질심사 대상 결정),코스닥시장본부
7,2020-01-31 17:53,에스제이케이,080440,관리종목지정사유일부해제(파산 신청 사유 해소),코스닥시장본부
6,2020-01-22 18:02,엠젠솔루션,032790,관리종목지정사유추가(상장적격성 실질심사 대상 결정),코스닥시장본부
5,2020-01-17 17:23,한국제5호스팩,271740,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
4,2020-01-15 17:47,엠젠솔루션,032790,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
3,2020-01-10 17:46,에스제이케이,080440,관리종목지정사유추가(파산신청),코스닥시장본부
2,2020-01-02 17:53,라이트론,069540,관리종목지정사유일부해제(회생절차 개시신청 사유 해소),코스닥시장본부
1,2020-01-02 17:21,한화수성스팩,265920,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
