번호,시간,회사명,종목코드,공시제목,제출인
81,2018-04-09 18:30,완리,900180,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
80,2018-04-04 18:49,유진스팩3호,221200,관리종목지정사유추가,코스닥시장본부
79,2018-04-02 21:56,아즈텍WB,032080,관리종목지정(사외이사수 미달),코스닥시장본부
78,2018-04-02 21:55,제이테크놀로지,035480,관리종목지정(사업보고서 미제출),코스닥시장본부
77,2018-04-02 20:09,에이루트,096690,관리종목지정(사업보고서 미제출 ),코스닥시장본부
76,2018-04-02 20:07,모다,149940,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
75,2018-04-02 20:00,C&S자산관리,032040,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
74,2018-04-02 19:12,수성샐바시온,084180,관리종목지정사유추가(사외이사수 미달),코스닥시장본부
73,2018-04-02 18:16,케이에스피,073010,관리종목지정사유추가(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
72,2018-03-30 17:54,현진소재,053660,관리종목지정사유일부해제,코스닥시장본부
71,2018-03-30 17:54,THE E&M,089230,관리종목 해제,코스닥시장본부
70,2018-03-28 20:44,위너지스,026260,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
69,2018-03-28 18:44,디에스케이,109740,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
68,2018-03-28 18:22,코디,080530,관리종목지정사유추가및일부해제(대규모손실 및 4사업연도 연속 영업손실),코스닥시장본부
67,2018-03-27 19:55,한솔인티큐브,070590,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
66,2018-03-26 18:05,씨엔플러스,115530,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
65,2018-03-22 23:15,현진소재,053660,관리종목지정사유추가(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
64,2018-03-22 23:15,블레이드 Ent,044480,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
63,2018-03-22 23:15,행남사,008800,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
62,2018-03-22 23:14,에프티이앤이,065160,관리종목지정(상장폐지사유 발생),코스닥시장본부
61,2018-03-22 23:14,지나인제약,078650,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
60,2018-03-22 23:13,스틸플라워,087220,관리종목지정사유추가(상장폐지사유 발생 등),코스닥시장본부
59,2018-03-22 23:12,세영디앤씨,052190,관리종목지정(상장폐지사유 발생 등),코스닥시장본부
58,2018-03-22 23:12,중앙첨단소재,051980,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
57,2018-03-22 23:10,에이티세미콘,089530,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소 등)",코스닥시장본부
56,2018-03-22 23:08,트레이스,052290,관리종목지정(상장폐지사유 발생),코스닥시장본부
55,2018-03-22 23:03,C&S자산관리,032040,관리종목지정사유추가(상장폐지사유 발생 등),코스닥시장본부
54,2018-03-22 23:03,차바이오텍,085660,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
53,2018-03-22 23:03,에임하이,043580,관리종목지정(상장폐지사유 발생 등),코스닥시장본부
52,2018-03-22 23:02,지디,155960,관리종목지정(상장폐지사유 발생),코스닥시장본부
51,2018-03-22 23:02,휴림네트웍스,192410,관리종목지정(상장폐지사유 발생),코스닥시장본부
50,2018-03-22 23:02,코너스톤네트웍스,033110,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 ),코스닥시장본부
49,2018-03-22 23:02,제넨바이오,072520,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소 등),코스닥시장본부
48,2018-03-22 23:02,아이톡시,052770,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
47,2018-03-22 23:01,넥스지,081970,관리종목지정(상장폐지사유 발생),코스닥시장본부
46,2018-03-22 15:54,에스마크,030270,관리종목지정사유추가(대규모손실 및 영업손실),코스닥시장본부
45,2018-03-21 21:11,에스엘에너지,214310,"관리종목 해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
44,2018-03-21 21:10,씨그널엔터테인먼트그룹,099830,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
43,2018-03-21 21:09,스킨앤스킨,159910,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
42,2018-03-21 21:03,엠벤처투자,019590,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
41,2018-03-21 19:10,파티게임즈,194510,관리종목지정(상장폐지 사유 발생),코스닥시장본부
40,2018-03-20 21:18,에스에이치엔엘,050320,관리종목지정사유추가및일부해제,코스닥시장본부
39,2018-03-20 21:17,디에스앤엘,141020,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소 등),코스닥시장본부
38,2018-03-20 20:28,우성아이비,194610,관리종목지정(상장폐지사유 발생),코스닥시장본부
37,2018-03-20 19:34,THE E&M,089230,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소 ),코스닥시장본부
36,2018-03-20 15:54,퀀타피아,078940,관리종목지정사유추가,코스닥시장본부
35,2018-03-19 18:44,교보5호스팩,223040,관리종목지정사유추가,코스닥시장본부
34,2018-03-19 18:43,케이비드림3호스팩,221950,관리종목지정사유추가,코스닥시장본부
33,2018-03-19 18:27,케이바이오,038530,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
32,2018-03-19 18:26,쌍용정보통신,010280,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
31,2018-03-16 20:58,수성샐바시온,084180,관리종목지정(상장폐지사유 발생),코스닥시장본부
30,2018-03-16 19:08,티엔엔터테인먼트,131100,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생 등),코스닥시장본부
29,2018-03-16 16:55,디에스티,033430,관리종목지정사유일부해제,코스닥시장본부
28,2018-03-14 19:35,테라사이언스,073640,관리종목지정사유일부해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
27,2018-03-14 18:33,동일철강,023790,관리종목 해제,코스닥시장본부
26,2018-03-13 18:21,리튬포어스,073570,관리종목 해제,코스닥시장본부
25,2018-03-07 17:34,코세스,089890,관리종목 해제(최근 4사업연도 연속 영업손실 발생 사유 해소),코스닥시장본부
24,2018-03-06 18:28,완리,900180,관리종목지정사유일부해제(반기보고서 미제출 사유 해소),코스닥시장본부
23,2018-03-05 19:15,오리엔탈정공,014940,관리종목 해제,코스닥시장본부
22,2018-03-02 18:09,유진스팩3호,221200,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
21,2018-02-27 18:53,케이비제8호스팩,222390,관리종목지정사유추가,코스닥시장본부
